,index,StringID,Type,x,y,demand,ReadyTime,DueTime,ServiceTime,Q,C,r,g,v
56,56,C75,0,49.0,11.0,18.0,466.0,706.0,10.0,,,,,
57,57,C60,1,17.0,34.0,3.0,535.0,775.0,10.0,,,,,
58,58,C64,0,15.0,77.0,9.0,650.0,890.0,10.0,,,,,
59,59,C34,0,65.0,55.0,14.0,37.0,277.0,10.0,,,,,
60,60,C65,0,62.0,77.0,20.0,50.0,290.0,10.0,,,,,
61,61,C47,1,8.0,56.0,27.0,571.0,811.0,10.0,,,,,
62,62,C85,0,16.0,22.0,41.0,528.0,768.0,10.0,,,,,
63,63,C26,0,45.0,30.0,17.0,73.0,313.0,10.0,,,,,
64,64,C45,0,6.0,38.0,16.0,720.0,960.0,10.0,,,,,
65,65,C41,1,42.0,7.0,5.0,721.0,961.0,10.0,,,,,
66,66,C74,0,46.0,13.0,8.0,382.0,622.0,10.0,,,,,
67,67,C91,0,15.0,19.0,1.0,420.0,660.0,10.0,,,,,
68,68,C62,0,24.0,58.0,19.0,724.0,964.0,10.0,,,,,
69,69,C12,1,50.0,35.0,19.0,735.0,975.0,10.0,,,,,
70,70,C59,0,21.0,24.0,28.0,18.0,258.0,10.0,,,,,
71,71,C17,0,5.0,30.0,2.0,682.0,922.0,10.0,,,,,
